"Product UID","Name","Price","Discounted Price","Meal Time","Meal Type","Goal","Category","Subcategory","Display in alacart","status","Description"
"DFLCOMV","DF.EGG OMELETTE AND SAUTE VEGGIES","250","225","BLDS","Eagen","Diabetic Friendly","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","egg omelette served with exotic veggies sauteed in olive oil sprinkled with italian seasonings"
"DFLCEWSO","DF.BOILED DF.EGGS WRAP AND SOUP","250","225","BLDS","Eagen","Diabetic Friendly","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","whole wheat egg wrap served with yummy and healthy soup"
"DFLCERS","BOILED .EGG RICE WITH SALAD","250","225","BLDS","Eagen","Diabetic Friendly","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","flavoured rice served with egg on top with delicious salad"
"DFLCEV","BOILED .EGGS WITH EXOTIC VEGGIES AND SAUCE","250","225","BLDS","Eagen","Diabetic Friendly","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","boiled eggs served with exotic veggies is your one step closer to your health goal"
"DFLCSOSA","DF.EGGS SALAD AND SOUP","250","225","BLDS","Eagen","Diabetic Friendly","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","egg salad and soup is a great combo to lose weight"
"DFMCSAW","DF.VEG SANDWICH AND DF.VEG ROLL","300","280","LD","Veg","Diabetic Friendly","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","veg whole wheat loaf stuffed with exotic veggies and a wholesome wrap"
"DFMCSASO","DF.VEG SANDWICH AND SOUP","300","280","LD","Veg","Diabetic Friendly","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","veg whole wheat loaf stuffed with exotic veggies and a nutritious soup"
"DFMCVCI","DF.VEG CILANTRO MEAL","300","280","LD","Veg","Diabetic Friendly","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"DFMCVPER","DF.VEG PERI PERI MEAL","300","280","LD","Veg","Diabetic Friendly","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri curry"
"DFMCVPESM","DF.VEG PESTO MEAL","300","280","LD","Veg","Diabetic Friendly","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"DFMCVTH","DF VEG THAI CURRY MEAL","300","280","LD","Veg","Diabetic Friendly","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry having veggies and cottage cheese"
"DFVEGMCSAW","DF. VEGAN SANDWICH AND VEG ROLL","300","280","LD","Vegan","Diabetic Friendly","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","veg whole wheat loaf stuffed with exotic veggies and a wholesome wrap"
"DFVEGMCSASO","DF.VEGAN SANDWICH AND SOUP","300","280","LD","Vegan","Diabetic Friendly","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","veg whole wheat loaf stuffed with exotic veggies and a nutritious soup"
"DFVEGMCCIM","DF.VEGAN CILANTRO MEAL","300","280","LD","Vegan","Diabetic Friendly","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"DFVEGMCPEM","DF.VEGAN PERI PERI MEAL","300","280","LD","Vegan","Diabetic Friendly","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri curry"
"DFVEGMCPESM","DF.VEGAN PESTO MEAL","300","280","LD","Vegan","Diabetic Friendly","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"DFVEGMCTH","DF.VEGAN THAI CURRY MEAL","300","280","LD","Vegan","Diabetic Friendly","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry having veggies and cottage cheese"
"DFGFMCSAW","GF SANDWICH AND BESAN CHILLA ROLL","300","280","LD","Gluten Free","Diabetic Friendly","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","veg gluten free loaf stuffed with exotic veggies and a wholesome wrap"
"DFGFMCSASO","GF SANDWICH AND SOUP","300","280","LD","Gluten Free","Diabetic Friendly","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","veg gluten free loaf stuffed with exotic veggies and a nutritious soup"
"DFGFMCCIM","GF CILANTRO MEAL","300","280","LD","Gluten Free","Diabetic Friendly","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"DFGFMCPERIM","GF PERI PERI MEAL","300","280","LD","Gluten Free","Diabetic Friendly","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri curry"
"DFGFMCPESM","GF PESTO MEAL","300","280","LD","Gluten Free","Diabetic Friendly","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"DFGFMCTHM","GF THAI CURRY MEAL","300","280","LD","Gluten Free","Diabetic Friendly","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry having veggies and cottage cheese"
"DFVCSO","DF VEG CLEAR SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Delicious soup with veggies and italian seasonings perfect for a healthy meal"
"DFVSSO","DF VEG SPINACH CORN SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFVPUSO","DF VEG PUMPKIN SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFVBROSO","DF VEG BROCCOLI SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFVTOSO","DF VEG TOMATO SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFVLECOSO","DF VEG LEMON CORIANDER SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh chopped veggies tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFVMUSO","DF VEG MUSHROOM SOUP","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh mushroom puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFDSHSO","DF DAL SHORBA","120","100","LSD","Veg","Diabetic Friendly","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh dal tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFCHCSO","DF CHICKEN CLEAR SOUP","150","120","LSD","Chicken","Diabetic Friendly","SOUPS","CHICKEN SOUP","Yes","Active","Delicious soup with chicken and italian seasonings perfect for a healthy meal"
"DFCHSPCOSO","DF CHICKEN SPINACH CORN SOUP","150","120","LSD","Chicken","Diabetic Friendly","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFCHPUMSO","DF CHICKEN PUMPKIN SOUP","150","120","LSD","Chicken","Diabetic Friendly","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces ,fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFCHBROSO","DF CHICKEN BROCCOLI SOUP","150","120","LSD","Chicken","Diabetic Friendly","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces ,fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"DFCHTOSO","DF CHICKEN TOMATO SOUP","150","120","LSD","Chicken","Diabetic Friendly","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces, fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
